rupeedensity,enemydensity,extradoors,fitness
0.5,0.0,2,33.599999999999994
0.5842166566384467,0.7163651490120211,2,19.599999999999994
0.8367327253900745,0.4325240510713415,2,14.199999999999989
0.5575639522130155,0.044525378401160554,2,65.0
0.6654808041977838,0.21837329329215938,2,44.0
0.7520742432421128,0.6855460148021546,2,7.599999999999994
