rupee_0,rupee_1,enemy_0,enemy_1,doors_0,doors_1,fitness
0.5,0.0,0.0,0.1,2,2,37.599999999999994
0.3340347323602828,0.2050786889836933,0.07064462652975334,0.9687022621376267,2,2,-5.0
0.31430545123131626,0.9192892903189421,0.9680630063708298,0.9394523491518872,2,2,-43.80000000000001
0.028920956377219365,0.087413139980282,0.3662755855949523,0.9078406248281522,2,2,-90.4
0.6287480280529927,0.2788381767225995,0.5982191695960767,0.5156890001311105,2,2,-5.200000000000003
0.5770917767752178,0.5066375707391262,0.4112863707647677,0.04589714359190111,2,2,51.599999999999994
0.5115064991498455,0.2980503368325921,0.37340012827340263,0.9718832546331136,2,2,11.799999999999997
