rupee_0,rupee_1,enemy_0,enemy_1,doors_0,doors_1,fitness
0.5,0.0,0.0,0.1,2,2,46.0
0.5672182151045053,0.19746405633617847,0.4447030506966906,0.29701135688122204,2,2,-3.799999999999997
0.8743866145110746,0.1981560459258478,0.4241512807790644,0.447618391031815,2,2,56.8
0.3886558440942409,0.14600453273573022,0.7765792503190279,0.3642775825105067,2,2,-2.4000000000000057
